,speaker_label,speaker_num,start_time,end_time,speaker_change_index,segment_start_time,segment_end_time
1791,Wallace,0,635.21,635.36,0.0,630.77,662.36
1792,Wallace,0,635.36,635.57,0.0,630.77,662.36
1793,Wallace,0,635.57,635.79,0.0,630.77,662.36
1794,Wallace,0,635.79,636.13,0.0,630.77,662.36
1795,Wallace,0,636.13,636.28,0.0,630.77,662.36
1796,Wallace,0,636.28,636.83,0.0,630.77,662.36
1797,Wallace,0,636.83,637.0,0.0,630.77,662.36
1798,Wallace,0,637.0,637.16,0.0,630.77,662.36
1799,Wallace,0,637.16,637.27,0.0,630.77,662.36
1800,Wallace,0,637.27,637.42,0.0,630.77,662.36
1801,Wallace,0,637.42,637.73,0.0,630.77,662.36
1802,Wallace,0,637.73,638.05,0.0,630.77,662.36
1803,Wallace,0,638.06,638.45,0.0,630.77,662.36
1804,Wallace,0,638.94,639.38,0.0,630.77,662.36
1805,Wallace,0,639.39,639.55,0.0,630.77,662.36
1806,Wallace,0,639.55,639.63,0.0,630.77,662.36
1807,Wallace,0,639.63,639.96,0.0,630.77,662.36
1808,Wallace,0,639.96,640.04,0.0,630.77,662.36
1809,Wallace,0,640.04,640.24,0.0,630.77,662.36
1810,Wallace,0,640.24,640.44,0.0,630.77,662.36
1811,Wallace,0,640.44,640.66,0.0,630.77,662.36
1812,Wallace,0,640.66,640.79,0.0,630.77,662.36
1813,Wallace,0,640.79,641.04,0.0,630.77,662.36
1814,Wallace,0,641.04,641.26,0.0,630.77,662.36
1815,Wallace,0,641.26,641.42,0.0,630.77,662.36
1816,Wallace,0,641.42,641.54,0.0,630.77,662.36
1817,Wallace,0,641.54,641.59,0.0,630.77,662.36
1818,Wallace,0,641.59,642.39,0.0,630.77,662.36
1819,Wallace,0,642.39,642.99,0.0,630.77,662.36
1820,Wallace,0,643.35,643.65,0.0,630.77,662.36
1821,Wallace,0,643.66,644.37,0.0,630.77,662.36
1822,Wallace,0,645.14,645.64,0.0,630.77,662.36
1823,Wallace,0,645.64,646.1,0.0,630.77,662.36
1824,Wallace,0,646.11,646.71,0.0,630.77,662.36
1825,Wallace,0,646.78,647.2,0.0,630.77,662.36
1826,Wallace,0,647.2,647.41,0.0,630.77,662.36
1827,Wallace,0,647.41,647.75,0.0,630.77,662.36
1828,Wallace,0,647.75,648.58,0.0,630.77,662.36
1829,Wallace,0,648.74,649.51,0.0,630.77,662.36
1830,Wallace,0,649.52,650.09,0.0,630.77,662.36
1831,Wallace,0,650.1,650.43,0.0,630.77,662.36
1832,Wallace,0,650.44,651.03,0.0,630.77,662.36
1833,Wallace,0,651.03,651.69,0.0,630.77,662.36
1834,Wallace,0,651.69,652.25,0.0,630.77,662.36
1835,Wallace,0,652.25,652.8,0.0,630.77,662.36
1836,Wallace,0,652.81,652.95,0.0,630.77,662.36
1837,Wallace,0,652.95,653.4,0.0,630.77,662.36
1838,Wallace,0,653.41,654.0,0.0,630.77,662.36
1839,Wallace,0,654.1,654.72,0.0,630.77,662.36
1840,Wallace,0,654.72,655.43,0.0,630.77,662.36
1841,Wallace,0,655.43,656.25,0.0,630.77,662.36
1842,Wallace,0,656.36,656.74,0.0,630.77,662.36
1843,Wallace,0,656.74,657.08,0.0,630.77,662.36
1844,Wallace,0,657.08,657.44,0.0,630.77,662.36
1845,Wallace,0,657.44,657.62,0.0,630.77,662.36
1846,Wallace,0,657.62,658.14,0.0,630.77,662.36
1847,Wallace,0,658.18,658.41,0.0,630.77,662.36
1848,Wallace,0,658.41,658.55,0.0,630.77,662.36
1849,Wallace,0,658.55,659.03,0.0,630.77,662.36
1850,Wallace,0,659.03,659.28,0.0,630.77,662.36
1851,Wallace,0,659.28,659.44,0.0,630.77,662.36
1852,Wallace,0,659.44,659.78,0.0,630.77,662.36
1853,Wallace,0,659.79,660.26,0.0,630.77,662.36
1854,Wallace,0,660.27,660.41,0.0,630.77,662.36
1855,Wallace,0,660.41,660.9,0.0,630.77,662.36
1856,Wallace,0,660.91,661.48,0.0,630.77,662.36
1857,Wallace,0,661.48,661.88,0.0,630.77,662.36
1858,Wallace,0,661.93,662.36,-2.0,630.77,662.36
1859,Trump,2,662.34,662.7,0.0,662.34,708.62
1860,Trump,2,662.7,662.76,0.0,662.34,708.62
1861,Trump,2,662.76,662.82,0.0,662.34,708.62
1862,Trump,2,662.82,662.87,0.0,662.34,708.62
1863,Trump,2,662.87,663.09,0.0,662.34,708.62
1864,Trump,2,663.09,663.21,0.0,662.34,708.62
1865,Trump,2,663.21,663.62,0.0,662.34,708.62
1866,Trump,2,663.62,663.77,0.0,662.34,708.62
1867,Trump,2,663.77,663.98,0.0,662.34,708.62
1868,Trump,2,663.98,664.26,0.0,662.34,708.62
1869,Trump,2,664.26,664.52,0.0,662.34,708.62
1870,Trump,2,664.53,664.78,0.0,662.34,708.62
1871,Trump,2,664.78,665.09,0.0,662.34,708.62
1872,Trump,2,665.09,665.18,0.0,662.34,708.62
1873,Trump,2,665.18,665.36,0.0,662.34,708.62
1874,Trump,2,665.36,665.84,0.0,662.34,708.62
1875,Trump,2,665.84,665.95,0.0,662.34,708.62
1876,Trump,2,665.95,666.05,0.0,662.34,708.62
1877,Trump,2,666.05,666.26,0.0,662.34,708.62
1878,Trump,2,666.26,666.42,0.0,662.34,708.62
1879,Trump,2,666.42,666.54,0.0,662.34,708.62
1880,Trump,2,666.54,667.01,0.0,662.34,708.62
1881,Trump,2,667.02,667.26,0.0,662.34,708.62
1882,Trump,2,667.24,667.91,0.0,662.34,708.62
1883,Trump,2,667.91,668.24,0.0,662.34,708.62
1884,Trump,2,668.24,668.86,0.0,662.34,708.62
1885,Trump,2,669.24,669.45,0.0,662.34,708.62
1886,Trump,2,669.45,669.77,0.0,662.34,708.62
1887,Trump,2,669.77,670.05,0.0,662.34,708.62
1888,Trump,2,670.05,670.56,0.0,662.34,708.62
1889,Trump,2,670.56,670.66,0.0,662.34,708.62
1890,Trump,2,670.66,670.97,0.0,662.34,708.62
1891,Trump,2,670.97,671.15,0.0,662.34,708.62
1892,Trump,2,671.15,671.51,0.0,662.34,708.62
1893,Trump,2,671.51,671.97,0.0,662.34,708.62
1894,Trump,2,671.97,672.22,0.0,662.34,708.62
1895,Trump,2,672.22,672.43,0.0,662.34,708.62
1896,Trump,2,672.43,673.03,0.0,662.34,708.62
1897,Trump,2,673.03,673.21,0.0,662.34,708.62
1898,Trump,2,673.21,673.31,0.0,662.34,708.62
1899,Trump,2,673.31,673.82,0.0,662.34,708.62
1900,Trump,2,673.82,673.94,0.0,662.34,708.62
1901,Trump,2,673.94,674.15,0.0,662.34,708.62
1902,Trump,2,674.15,674.45,0.0,662.34,708.62
1903,Trump,2,674.45,674.55,0.0,662.34,708.62
1904,Trump,2,674.55,674.78,0.0,662.34,708.62
1905,Trump,2,674.78,675.13,0.0,662.34,708.62
1906,Trump,2,675.13,675.31,0.0,662.34,708.62
1907,Trump,2,675.31,675.75,0.0,662.34,708.62
1908,Trump,2,676.24,676.69,0.0,662.34,708.62
1909,Trump,2,676.69,677.15,0.0,662.34,708.62
1910,Trump,2,677.15,677.29,0.0,662.34,708.62
1911,Trump,2,677.29,677.4,0.0,662.34,708.62
1912,Trump,2,677.4,677.73,0.0,662.34,708.62
1913,Trump,2,677.73,678.0,0.0,662.34,708.62
1914,Trump,2,678.01,678.39,0.0,662.34,708.62
1915,Trump,2,678.39,678.47,0.0,662.34,708.62
1916,Trump,2,678.47,679.37,0.0,662.34,708.62
1917,Trump,2,679.38,679.73,0.0,662.34,708.62
1918,Trump,2,679.73,679.88,0.0,662.34,708.62
1919,Trump,2,679.88,679.98,0.0,662.34,708.62
1920,Trump,2,679.98,680.16,0.0,662.34,708.62
1921,Trump,2,680.16,680.25,0.0,662.34,708.62
1922,Trump,2,680.25,680.49,0.0,662.34,708.62
1923,Trump,2,680.49,680.6,0.0,662.34,708.62
1924,Trump,2,680.6,681.24,0.0,662.34,708.62
1925,Trump,2,681.24,681.41,0.0,662.34,708.62
1926,Trump,2,681.41,681.84,0.0,662.34,708.62
1927,Trump,2,681.84,681.95,0.0,662.34,708.62
1928,Trump,2,681.95,682.45,0.0,662.34,708.62
1929,Trump,2,682.46,682.62,0.0,662.34,708.62
1930,Trump,2,682.62,682.72,0.0,662.34,708.62
1931,Trump,2,682.72,682.9,0.0,662.34,708.62
1932,Trump,2,682.9,683.11,0.0,662.34,708.62
1933,Trump,2,683.11,683.37,0.0,662.34,708.62
1934,Trump,2,683.38,684.14,0.0,662.34,708.62
1935,Trump,2,684.14,684.38,0.0,662.34,708.62
1936,Trump,2,684.38,684.61,0.0,662.34,708.62
1937,Trump,2,684.62,685.01,0.0,662.34,708.62
1938,Trump,2,685.01,685.15,0.0,662.34,708.62
1939,Trump,2,685.15,685.5,0.0,662.34,708.62
1940,Trump,2,685.5,685.78,0.0,662.34,708.62
1941,Trump,2,685.78,686.07,0.0,662.34,708.62
1942,Trump,2,686.08,686.46,0.0,662.34,708.62
1943,Trump,2,686.46,686.58,0.0,662.34,708.62
1944,Trump,2,686.58,686.72,0.0,662.34,708.62
1945,Trump,2,686.72,687.11,0.0,662.34,708.62
1946,Trump,2,687.11,687.31,0.0,662.34,708.62
1947,Trump,2,687.31,687.6,0.0,662.34,708.62
1948,Trump,2,687.6,688.06,0.0,662.34,708.62
1949,Trump,2,688.07,688.61,0.0,662.34,708.62
1950,Trump,2,688.62,689.21,0.0,662.34,708.62
1951,Trump,2,689.21,689.72,0.0,662.34,708.62
1952,Trump,2,689.73,690.4,0.0,662.34,708.62
1953,Trump,2,690.41,690.78,0.0,662.34,708.62
1954,Trump,2,690.78,691.03,0.0,662.34,708.62
1955,Trump,2,691.03,691.15,0.0,662.34,708.62
1956,Trump,2,691.16,691.4,0.0,662.34,708.62
1957,Trump,2,691.41,691.62,0.0,662.34,708.62
1958,Trump,2,691.62,692.23,0.0,662.34,708.62
1959,Trump,2,692.23,692.71,0.0,662.34,708.62
1960,Trump,2,692.71,693.16,0.0,662.34,708.62
1961,Trump,2,693.16,693.47,0.0,662.34,708.62
1962,Trump,2,693.47,693.99,0.0,662.34,708.62
1963,Trump,2,694.0,694.45,0.0,662.34,708.62
1964,Trump,2,694.45,694.77,0.0,662.34,708.62
1965,Trump,2,694.77,694.88,0.0,662.34,708.62
1966,Trump,2,694.88,695.01,0.0,662.34,708.62
1967,Trump,2,695.01,695.32,0.0,662.34,708.62
1968,Trump,2,695.32,695.77,0.0,662.34,708.62
1969,Trump,2,696.24,696.56,0.0,662.34,708.62
1970,Trump,2,696.56,696.87,0.0,662.34,708.62
1971,Trump,2,696.88,697.52,0.0,662.34,708.62
1972,Trump,2,697.53,697.71,0.0,662.34,708.62
1973,Trump,2,697.71,697.86,0.0,662.34,708.62
1974,Trump,2,697.86,697.92,0.0,662.34,708.62
1975,Trump,2,697.92,698.09,0.0,662.34,708.62
1976,Trump,2,698.09,698.2,0.0,662.34,708.62
1977,Trump,2,698.2,698.56,0.0,662.34,708.62
1978,Trump,2,698.56,698.84,0.0,662.34,708.62
1979,Trump,2,698.84,699.39,0.0,662.34,708.62
1980,Trump,2,699.4,699.63,0.0,662.34,708.62
1981,Trump,2,699.63,699.69,0.0,662.34,708.62
1982,Trump,2,699.69,699.87,0.0,662.34,708.62
1983,Trump,2,699.87,699.97,0.0,662.34,708.62
1984,Trump,2,699.97,700.3,0.0,662.34,708.62
1985,Trump,2,700.3,700.41,0.0,662.34,708.62
1986,Trump,2,700.41,700.51,0.0,662.34,708.62
1987,Trump,2,700.51,700.98,0.0,662.34,708.62
1988,Trump,2,700.98,701.14,0.0,662.34,708.62
1989,Trump,2,701.15,701.39,0.0,662.34,708.62
1990,Trump,2,701.39,701.52,0.0,662.34,708.62
1991,Trump,2,701.52,701.75,0.0,662.34,708.62
1992,Trump,2,701.75,702.33,0.0,662.34,708.62
1993,Trump,2,702.33,702.59,0.0,662.34,708.62
1994,Trump,2,702.59,703.11,0.0,662.34,708.62
1995,Trump,2,703.12,703.42,0.0,662.34,708.62
1996,Trump,2,703.42,703.54,0.0,662.34,708.62
1997,Trump,2,703.54,703.61,0.0,662.34,708.62
1998,Trump,2,703.61,703.9,0.0,662.34,708.62
1999,Trump,2,703.9,704.02,0.0,662.34,708.62
2000,Trump,2,704.02,704.49,0.0,662.34,708.62
2001,Trump,2,704.49,704.65,0.0,662.34,708.62
2002,Trump,2,704.65,704.75,0.0,662.34,708.62
2003,Trump,2,704.75,704.91,0.0,662.34,708.62
2004,Trump,2,704.91,705.0,0.0,662.34,708.62
2005,Trump,2,705.01,705.31,0.0,662.34,708.62
2006,Trump,2,705.31,705.89,0.0,662.34,708.62
2007,Trump,2,705.89,706.01,0.0,662.34,708.62
2008,Trump,2,706.01,706.3,0.0,662.34,708.62
2009,Trump,2,706.3,706.65,0.0,662.34,708.62
2010,Trump,2,706.65,707.22,0.0,662.34,708.62
2011,Trump,2,707.23,707.5,0.0,662.34,708.62
2012,Trump,2,707.5,707.79,0.0,662.34,708.62
2013,Trump,2,707.79,708.14,0.0,662.34,708.62
2014,Trump,2,708.14,708.2,0.0,662.34,708.62
2015,Trump,2,708.2,708.62,2.0,662.34,708.62
2016,Wallace,0,708.62,709.17,0.0,708.62,710.45
2017,Wallace,0,709.17,709.34,0.0,708.62,710.45
2018,Wallace,0,709.34,709.47,0.0,708.62,710.45
2019,Wallace,0,709.47,709.73,0.0,708.62,710.45
2020,Wallace,0,709.73,710.19,0.0,708.62,710.45
2021,Wallace,0,710.2,710.45,-2.0,708.62,710.45
2022,Trump,2,710.45,710.67,0.0,710.45,712.85
2023,Trump,2,710.67,710.79,0.0,710.45,712.85
2024,Trump,2,710.79,710.95,0.0,710.45,712.85
2025,Trump,2,710.96,710.99,0.0,710.45,712.85
2026,Trump,2,711.0,711.48,0.0,710.45,712.85
2027,Trump,2,711.48,711.71,0.0,710.45,712.85
2028,Trump,2,711.71,711.86,0.0,710.45,712.85
2029,Trump,2,711.87,712.17,0.0,710.45,712.85
2030,Trump,2,712.17,712.85,2.0,710.45,712.85
2031,Wallace,0,712.86,713.22,0.0,712.86,738.68
2032,Wallace,0,713.22,713.38,0.0,712.86,738.68
2033,Wallace,0,713.38,713.9,0.0,712.86,738.68
2034,Wallace,0,713.91,714.05,0.0,712.86,738.68
2035,Wallace,0,714.05,714.38,0.0,712.86,738.68
2036,Wallace,0,714.38,714.49,0.0,712.86,738.68
2037,Wallace,0,714.49,714.73,0.0,712.86,738.68
2038,Wallace,0,714.73,714.87,0.0,712.86,738.68
2039,Wallace,0,714.87,715.05,0.0,712.86,738.68
2040,Wallace,0,715.05,715.21,0.0,712.86,738.68
2041,Wallace,0,715.21,715.29,0.0,712.86,738.68
2042,Wallace,0,715.29,715.43,0.0,712.86,738.68
2043,Wallace,0,715.43,715.95,0.0,712.86,738.68
2044,Wallace,0,716.14,716.34,0.0,712.86,738.68
2045,Wallace,0,716.34,716.71,0.0,712.86,738.68
2046,Wallace,0,716.71,716.79,0.0,712.86,738.68
2047,Wallace,0,716.79,717.08,0.0,712.86,738.68
2048,Wallace,0,717.08,717.6,0.0,712.86,738.68
2049,Wallace,0,717.6,717.8,0.0,712.86,738.68
2050,Wallace,0,717.8,717.95,0.0,712.86,738.68
2051,Wallace,0,717.95,718.09,0.0,712.86,738.68
2052,Wallace,0,718.09,718.49,0.0,712.86,738.68
2053,Wallace,0,718.49,718.87,0.0,712.86,738.68
2054,Wallace,0,719.04,719.3,0.0,712.86,738.68
2055,Wallace,0,719.3,719.42,0.0,712.86,738.68
2056,Wallace,0,719.42,719.58,0.0,712.86,738.68
2057,Wallace,0,719.58,719.79,0.0,712.86,738.68
2058,Wallace,0,719.79,719.88,0.0,712.86,738.68
2059,Wallace,0,719.88,720.25,0.0,712.86,738.68
2060,Wallace,0,720.26,720.43,0.0,712.86,738.68
2061,Wallace,0,720.43,721.05,0.0,712.86,738.68
2062,Wallace,0,721.06,721.97,0.0,712.86,738.68
2063,Wallace,0,721.98,722.25,0.0,712.86,738.68
2064,Wallace,0,722.25,723.24,0.0,712.86,738.68
2065,Wallace,0,723.25,723.6,0.0,712.86,738.68
2066,Wallace,0,723.61,724.17,0.0,712.86,738.68
2067,Wallace,0,724.17,724.29,0.0,712.86,738.68
2068,Wallace,0,724.29,724.44,0.0,712.86,738.68
2069,Wallace,0,724.44,724.94,0.0,712.86,738.68
2070,Wallace,0,724.95,725.28,0.0,712.86,738.68
2071,Wallace,0,725.28,725.92,0.0,712.86,738.68
2072,Wallace,0,725.92,726.57,0.0,712.86,738.68
2073,Wallace,0,726.58,727.02,0.0,712.86,738.68
2074,Wallace,0,727.02,727.19,0.0,712.86,738.68
2075,Wallace,0,727.19,727.4,0.0,712.86,738.68
2076,Wallace,0,727.4,727.55,0.0,712.86,738.68
2077,Wallace,0,727.55,727.81,0.0,712.86,738.68
2078,Wallace,0,727.81,727.97,0.0,712.86,738.68
2079,Wallace,0,727.98,728.32,0.0,712.86,738.68
2080,Wallace,0,728.32,728.73,0.0,712.86,738.68
2081,Wallace,0,728.73,729.57,0.0,712.86,738.68
2082,Wallace,0,729.63,729.89,0.0,712.86,738.68
2083,Wallace,0,729.89,730.26,0.0,712.86,738.68
2084,Wallace,0,731.14,731.33,0.0,712.86,738.68
2085,Wallace,0,731.33,731.41,0.0,712.86,738.68
2086,Wallace,0,731.41,731.64,0.0,712.86,738.68
2087,Wallace,0,731.64,731.92,0.0,712.86,738.68
2088,Wallace,0,731.93,732.11,0.0,712.86,738.68
2089,Wallace,0,732.11,732.78,0.0,712.86,738.68
2090,Wallace,0,732.79,733.42,0.0,712.86,738.68
2091,Wallace,0,733.42,733.61,0.0,712.86,738.68
2092,Wallace,0,733.61,733.89,0.0,712.86,738.68
2093,Wallace,0,733.9,734.24,0.0,712.86,738.68
2094,Wallace,0,734.24,734.55,0.0,712.86,738.68
2095,Wallace,0,734.55,734.74,0.0,712.86,738.68
2096,Wallace,0,734.75,735.09,0.0,712.86,738.68
2097,Wallace,0,735.09,735.34,0.0,712.86,738.68
2098,Wallace,0,735.35,735.73,0.0,712.86,738.68
2099,Wallace,0,735.73,736.07,0.0,712.86,738.68
2100,Wallace,0,736.07,736.61,0.0,712.86,738.68
2101,Wallace,0,736.61,736.77,0.0,712.86,738.68
2102,Wallace,0,736.77,737.21,0.0,712.86,738.68
2103,Wallace,0,737.22,737.31,0.0,712.86,738.68
2104,Wallace,0,737.31,737.8,0.0,712.86,738.68
2105,Wallace,0,737.8,738.31,0.0,712.86,738.68
2106,Wallace,0,738.31,738.42,0.0,712.86,738.68
2107,Wallace,0,738.42,738.68,-1.0,712.86,738.68
2108,Biden,1,738.69,738.84,0.0,738.69,763.83
2109,Biden,1,738.84,739.1,0.0,738.69,763.83
2110,Biden,1,739.1,739.39,0.0,738.69,763.83
2111,Biden,1,739.39,739.54,0.0,738.69,763.83
2112,Biden,1,739.54,739.8,0.0,738.69,763.83
2113,Biden,1,739.8,739.96,0.0,738.69,763.83
2114,Biden,1,739.96,740.26,0.0,738.69,763.83
2115,Biden,1,740.26,740.63,0.0,738.69,763.83
2116,Biden,1,740.63,740.71,0.0,738.69,763.83
2117,Biden,1,740.71,740.81,0.0,738.69,763.83
2118,Biden,1,740.81,741.06,0.0,738.69,763.83
2119,Biden,1,741.06,741.55,0.0,738.69,763.83
2120,Biden,1,741.55,741.83,0.0,738.69,763.83
2121,Biden,1,741.84,742.46,0.0,738.69,763.83
2122,Biden,1,742.46,742.64,0.0,738.69,763.83
2123,Biden,1,742.64,743.94,0.0,738.69,763.83
2124,Biden,1,743.95,744.35,0.0,738.69,763.83
2125,Biden,1,744.35,744.52,0.0,738.69,763.83
2126,Biden,1,744.52,744.78,0.0,738.69,763.83
2127,Biden,1,744.78,745.03,0.0,738.69,763.83
2128,Biden,1,745.03,745.85,0.0,738.69,763.83
2129,Biden,1,745.86,746.08,0.0,738.69,763.83
2130,Biden,1,746.08,746.36,0.0,738.69,763.83
2131,Biden,1,746.36,746.73,0.0,738.69,763.83
2132,Biden,1,746.73,747.08,0.0,738.69,763.83
2133,Biden,1,747.08,747.54,0.0,738.69,763.83
2134,Biden,1,747.54,747.64,0.0,738.69,763.83
2135,Biden,1,747.64,747.84,0.0,738.69,763.83
2136,Biden,1,747.84,747.91,0.0,738.69,763.83
2137,Biden,1,747.91,748.5,0.0,738.69,763.83
2138,Biden,1,748.51,748.91,0.0,738.69,763.83
2139,Biden,1,748.91,749.04,0.0,738.69,763.83
2140,Biden,1,749.04,749.59,0.0,738.69,763.83
2141,Biden,1,749.6,750.46,0.0,738.69,763.83
2142,Biden,1,750.74,751.13,0.0,738.69,763.83
2143,Biden,1,751.13,751.21,0.0,738.69,763.83
2144,Biden,1,751.21,751.84,0.0,738.69,763.83
2145,Biden,1,751.84,751.94,0.0,738.69,763.83
2146,Biden,1,751.94,752.66,0.0,738.69,763.83
2147,Biden,1,752.74,753.82,0.0,738.69,763.83
2148,Biden,1,753.82,753.91,0.0,738.69,763.83
2149,Biden,1,753.91,754.44,0.0,738.69,763.83
2150,Biden,1,754.44,754.55,0.0,738.69,763.83
2151,Biden,1,754.56,755.61,0.0,738.69,763.83
2152,Biden,1,755.62,755.95,0.0,738.69,763.83
2153,Biden,1,755.95,756.57,0.0,738.69,763.83
2154,Biden,1,756.58,756.9,0.0,738.69,763.83
2155,Biden,1,756.9,757.01,0.0,738.69,763.83
2156,Biden,1,757.01,757.4,0.0,738.69,763.83
2157,Biden,1,757.4,758.08,0.0,738.69,763.83
2158,Biden,1,758.09,758.35,0.0,738.69,763.83
2159,Biden,1,758.35,758.74,0.0,738.69,763.83
2160,Biden,1,758.74,759.22,0.0,738.69,763.83
2161,Biden,1,759.22,759.28,0.0,738.69,763.83
2162,Biden,1,759.28,759.34,0.0,738.69,763.83
2163,Biden,1,759.34,759.72,0.0,738.69,763.83
2164,Biden,1,759.72,759.99,0.0,738.69,763.83
2165,Biden,1,759.99,760.12,0.0,738.69,763.83
2166,Biden,1,760.12,760.73,0.0,738.69,763.83
2167,Biden,1,760.74,761.19,0.0,738.69,763.83
2168,Biden,1,761.19,761.76,0.0,738.69,763.83
2169,Biden,1,761.77,762.39,0.0,738.69,763.83
2170,Biden,1,762.4,762.78,0.0,738.69,763.83
2171,Biden,1,762.79,763.31,0.0,738.69,763.83
2172,Biden,1,763.32,763.69,0.0,738.69,763.83
2173,Biden,1,763.69,763.83,-1.0,738.69,763.83
2174,Trump,2,763.83,763.98,0.0,763.83,772.78
2175,Trump,2,763.98,764.21,0.0,763.83,772.78
2176,Trump,2,764.21,764.31,0.0,763.83,772.78
2177,Trump,2,764.31,764.66,0.0,763.83,772.78
2178,Trump,2,764.67,765.07,0.0,763.83,772.78
2179,Trump,2,765.07,765.4,0.0,763.83,772.78
2180,Trump,2,765.4,765.97,0.0,763.83,772.78
2181,Trump,2,765.98,766.51,0.0,763.83,772.78
2182,Trump,2,766.51,766.96,0.0,763.83,772.78
2183,Trump,2,766.94,767.22,0.0,763.83,772.78
2184,Trump,2,767.22,767.34,0.0,763.83,772.78
2185,Trump,2,767.34,768.2,0.0,763.83,772.78
2186,Trump,2,768.2,768.43,0.0,763.83,772.78
2187,Trump,2,768.44,769.48,0.0,763.83,772.78
2188,Trump,2,769.48,769.6,0.0,763.83,772.78
2189,Trump,2,769.6,770.34,0.0,763.83,772.78
2190,Trump,2,770.34,770.81,0.0,763.83,772.78
2191,Trump,2,770.81,771.15,0.0,763.83,772.78
2192,Trump,2,771.16,771.49,0.0,763.83,772.78
2193,Trump,2,771.5,771.61,0.0,763.83,772.78
2194,Trump,2,771.61,771.79,0.0,763.83,772.78
2195,Trump,2,771.79,771.96,0.0,763.83,772.78
2196,Trump,2,771.96,772.14,0.0,763.83,772.78
2197,Trump,2,772.14,772.37,0.0,763.83,772.78
2198,Trump,2,772.38,772.78,1.0,763.83,772.78
2199,Biden,1,772.78,772.85,0.0,772.78,779.86
2200,Biden,1,772.85,773.02,0.0,772.78,779.86
2201,Biden,1,773.02,773.13,0.0,772.78,779.86
2202,Biden,1,773.13,773.44,0.0,772.78,779.86
2203,Biden,1,773.44,773.5,0.0,772.78,779.86
2204,Biden,1,773.5,773.56,0.0,772.78,779.86
2205,Biden,1,773.56,773.89,0.0,772.78,779.86
2206,Biden,1,773.89,774.37,0.0,772.78,779.86
2207,Biden,1,774.38,774.59,0.0,772.78,779.86
2208,Biden,1,774.59,774.83,0.0,772.78,779.86
2209,Biden,1,774.83,775.12,0.0,772.78,779.86
2210,Biden,1,775.12,775.76,0.0,772.78,779.86
2211,Biden,1,775.84,776.11,0.0,772.78,779.86
2212,Biden,1,776.11,776.29,0.0,772.78,779.86
2213,Biden,1,776.29,776.87,0.0,772.78,779.86
2214,Biden,1,776.88,777.58,0.0,772.78,779.86
2215,Biden,1,777.58,777.67,0.0,772.78,779.86
2216,Biden,1,777.67,777.87,0.0,772.78,779.86
2217,Biden,1,777.87,778.02,0.0,772.78,779.86
2218,Biden,1,778.02,778.07,0.0,772.78,779.86
2219,Biden,1,778.07,778.28,0.0,772.78,779.86
2220,Biden,1,778.28,778.4,0.0,772.78,779.86
2221,Biden,1,778.4,778.59,0.0,772.78,779.86
2222,Biden,1,778.6,778.92,0.0,772.78,779.86
2223,Biden,1,778.92,779.11,0.0,772.78,779.86
2224,Biden,1,779.11,779.5,0.0,772.78,779.86
2225,Biden,1,779.5,779.86,-1.0,772.78,779.86
2226,Trump,2,779.86,780.09,0.0,779.86,786.29
2227,Trump,2,780.1,780.61,0.0,779.86,786.29
2228,Trump,2,780.61,780.78,0.0,779.86,786.29
2229,Trump,2,780.78,781.16,0.0,779.86,786.29
2230,Trump,2,781.17,781.66,0.0,779.86,786.29
2231,Trump,2,781.67,781.78,0.0,779.86,786.29
2232,Trump,2,781.78,782.06,0.0,779.86,786.29
2233,Trump,2,782.06,782.31,0.0,779.86,786.29
2234,Trump,2,782.31,782.42,0.0,779.86,786.29
2235,Trump,2,782.42,782.52,0.0,779.86,786.29
2236,Trump,2,782.52,782.61,0.0,779.86,786.29
2237,Trump,2,782.61,782.87,0.0,779.86,786.29
2238,Trump,2,782.87,783.2,0.0,779.86,786.29
2239,Trump,2,783.2,783.55,0.0,779.86,786.29
2240,Trump,2,783.55,783.7,0.0,779.86,786.29
2241,Trump,2,783.7,784.02,0.0,779.86,786.29
2242,Trump,2,784.02,784.14,0.0,779.86,786.29
2243,Trump,2,784.14,784.7,0.0,779.86,786.29
2244,Trump,2,784.71,785.24,0.0,779.86,786.29
2245,Trump,2,785.25,785.89,0.0,779.86,786.29
2246,Trump,2,785.9,786.2,0.0,779.86,786.29
2247,Trump,2,786.2,786.29,1.0,779.86,786.29
2248,Biden,1,786.29,786.89,0.0,786.29,800.37
2249,Biden,1,786.9,787.16,0.0,786.29,800.37
2250,Biden,1,787.16,787.34,0.0,786.29,800.37
2251,Biden,1,787.34,787.58,0.0,786.29,800.37
2252,Biden,1,787.58,787.84,0.0,786.29,800.37
2253,Biden,1,787.84,788.05,0.0,786.29,800.37
2254,Biden,1,788.05,788.15,0.0,786.29,800.37
2255,Biden,1,788.15,788.36,0.0,786.29,800.37
2256,Biden,1,788.36,788.61,0.0,786.29,800.37
2257,Biden,1,788.61,788.95,0.0,786.29,800.37
2258,Biden,1,788.95,789.07,0.0,786.29,800.37
2259,Biden,1,789.07,789.62,0.0,786.29,800.37
2260,Biden,1,789.63,790.22,0.0,786.29,800.37
2261,Biden,1,790.22,790.58,0.0,786.29,800.37
2262,Biden,1,790.58,790.68,0.0,786.29,800.37
2263,Biden,1,790.68,790.88,0.0,786.29,800.37
2264,Biden,1,790.88,791.11,0.0,786.29,800.37
2265,Biden,1,791.11,791.44,0.0,786.29,800.37
