,speaker_label,speaker_num,start_time,end_time,start_date_time,end_date_time
315,Wallace,0,4154.47,4162.03,1970-01-01 01:09:15,1970-01-01 01:09:23
316,Biden,1,4162.25,4164.19,1970-01-01 01:09:23,1970-01-01 01:09:25
317,Biden,1,4164.77,4166.6,1970-01-01 01:09:25,1970-01-01 01:09:27
318,Biden,1,4167.17,4169.09,1970-01-01 01:09:28,1970-01-01 01:09:30
319,Biden,1,4170.07,4194.78,1970-01-01 01:09:31,1970-01-01 01:09:55
320,Trump,2,4194.78,4198.82,1970-01-01 01:09:55,1970-01-01 01:09:59
321,Wallace,0,4198.83,4212.99,1970-01-01 01:09:59,1970-01-01 01:10:13
322,Biden,1,4213.0,4214.69,1970-01-01 01:10:13,1970-01-01 01:10:15
323,Wallace,0,4214.7,4221.46,1970-01-01 01:10:15,1970-01-01 01:10:22
324,Biden,1,4221.47,4279.54,1970-01-01 01:10:22,1970-01-01 01:11:20
325,Trump,2,4279.55,4282.56,1970-01-01 01:11:20,1970-01-01 01:11:23
326,Biden,1,4282.56,4284.05,1970-01-01 01:11:23,1970-01-01 01:11:25
327,Trump,2,4284.05,4307.62,1970-01-01 01:11:25,1970-01-01 01:11:48
328,Biden,1,4307.62,4317.62,1970-01-01 01:11:48,1970-01-01 01:11:58
329,Trump,2,4317.63,4325.23,1970-01-01 01:11:58,1970-01-01 01:12:06
330,Wallace,0,4325.23,4335.76,1970-01-01 01:12:06,1970-01-01 01:12:16
331,Trump,2,4335.76,4343.65,1970-01-01 01:12:16,1970-01-01 01:12:24
332,Biden,1,4343.66,4349.54,1970-01-01 01:12:24,1970-01-01 01:12:30
333,Wallace,0,4349.54,4353.59,1970-01-01 01:12:30,1970-01-01 01:12:34
334,Wallace,0,4354.15,4387.31,1970-01-01 01:12:35,1970-01-01 01:13:08
335,Trump,2,4387.63,4430.3,1970-01-01 01:13:08,1970-01-01 01:13:51
336,Wallace,0,4430.3,4433.28,1970-01-01 01:13:51,1970-01-01 01:13:54
337,Trump,2,4433.29,4445.19,1970-01-01 01:13:54,1970-01-01 01:14:06
338,Wallace,0,4445.19,4446.97,1970-01-01 01:14:06,1970-01-01 01:14:07
339,Wallace,0,4447.74,4452.23,1970-01-01 01:14:08,1970-01-01 01:14:13
340,Trump,2,4452.23,4478.97,1970-01-01 01:14:13,1970-01-01 01:14:39
341,Trump,2,4479.54,4504.73,1970-01-01 01:14:40,1970-01-01 01:15:05
342,Wallace,0,4504.73,4515.72,1970-01-01 01:15:05,1970-01-01 01:15:16
343,Trump,2,4515.72,4518.44,1970-01-01 01:15:16,1970-01-01 01:15:19
344,Wallace,0,4518.44,4524.35,1970-01-01 01:15:19,1970-01-01 01:15:25
345,Trump,2,4524.36,4574.34,1970-01-01 01:15:25,1970-01-01 01:16:15
346,Wallace,0,4575.13,4603.98,1970-01-01 01:16:16,1970-01-01 01:16:44
347,Biden,1,4603.98,4731.37,1970-01-01 01:16:44,1970-01-01 01:18:52
348,Wallace,0,4731.37,4735.66,1970-01-01 01:18:52,1970-01-01 01:18:56
349,Wallace,0,4736.22,4740.75,1970-01-01 01:18:57,1970-01-01 01:19:01
350,Biden,1,4741.22,4761.87,1970-01-01 01:19:02,1970-01-01 01:19:22
351,Trump,2,4761.87,4769.25,1970-01-01 01:19:22,1970-01-01 01:19:30
352,Biden,1,4769.26,4770.22,1970-01-01 01:19:30,1970-01-01 01:19:31
353,Trump,2,4770.22,4791.44,1970-01-01 01:19:31,1970-01-01 01:19:52
354,Wallace,0,4791.45,4808.17,1970-01-01 01:19:52,1970-01-01 01:20:09
355,Wallace,0,4808.7,4818.21,1970-01-01 01:20:09,1970-01-01 01:20:19
356,Biden,1,4818.22,4893.01,1970-01-01 01:20:19,1970-01-01 01:21:34
357,Trump,2,4893.02,4936.02,1970-01-01 01:21:34,1970-01-01 01:22:17
358,Wallace,0,4936.03,4941.92,1970-01-01 01:22:17,1970-01-01 01:22:22
359,Biden,1,4941.93,4944.8,1970-01-01 01:22:22,1970-01-01 01:22:25
360,Wallace,0,4944.8,4952.46,1970-01-01 01:22:25,1970-01-01 01:22:33
361,Biden,1,4952.47,4954.24,1970-01-01 01:22:33,1970-01-01 01:22:35
362,Wallace,0,4954.24,4957.95,1970-01-01 01:22:35,1970-01-01 01:22:38
363,Biden,1,4957.96,4970.67,1970-01-01 01:22:38,1970-01-01 01:22:51
364,Trump,2,4970.68,4975.81,1970-01-01 01:22:51,1970-01-01 01:22:56
365,Biden,1,4975.82,4984.62,1970-01-01 01:22:56,1970-01-01 01:23:05
366,Wallace,0,4984.62,4986.52,1970-01-01 01:23:05,1970-01-01 01:23:07
367,Wallace,0,4987.3,4995.36,1970-01-01 01:23:08,1970-01-01 01:23:16
368,Wallace,0,4995.9,5023.08,1970-01-01 01:23:16,1970-01-01 01:23:44
369,Biden,1,5023.09,5131.03,1970-01-01 01:23:44,1970-01-01 01:25:32
370,Biden,1,5132.19,5133.68,1970-01-01 01:25:33,1970-01-01 01:25:34
371,Trump,2,5133.69,5184.2,1970-01-01 01:25:34,1970-01-01 01:26:25
372,Trump,2,5184.78,5263.84,1970-01-01 01:26:25,1970-01-01 01:27:44
373,Wallace,0,5263.85,5290.76,1970-01-01 01:27:44,1970-01-01 01:28:11
374,Trump,2,5291.2,5291.58,1970-01-01 01:28:12,1970-01-01 01:28:12
375,Wallace,0,5291.58,5298.63,1970-01-01 01:28:12,1970-01-01 01:28:19
376,Trump,2,5298.63,5319.93,1970-01-01 01:28:19,1970-01-01 01:28:40
377,Wallace,0,5319.93,5321.69,1970-01-01 01:28:40,1970-01-01 01:28:42
378,Trump,2,5321.69,5326.82,1970-01-01 01:28:42,1970-01-01 01:28:47
379,Wallace,0,5326.82,5329.07,1970-01-01 01:28:47,1970-01-01 01:28:50
380,Trump,2,5329.07,5357.05,1970-01-01 01:28:50,1970-01-01 01:29:18
381,Wallace,0,5357.06,5359.79,1970-01-01 01:29:18,1970-01-01 01:29:20
382,Biden,1,5359.97,5382.8,1970-01-01 01:29:20,1970-01-01 01:29:43
383,Trump,2,5382.81,5385.0,1970-01-01 01:29:43,1970-01-01 01:29:45
384,Wallace,0,5385.0,5387.85,1970-01-01 01:29:45,1970-01-01 01:29:48
385,Trump,2,5387.86,5389.53,1970-01-01 01:29:48,1970-01-01 01:29:50
386,Wallace,0,5389.54,5416.35,1970-01-01 01:29:50,1970-01-01 01:30:17
387,Biden,1,5416.36,5449.59,1970-01-01 01:30:17,1970-01-01 01:30:50
388,Wallace,0,5449.76,5450.35,1970-01-01 01:30:50,1970-01-01 01:30:51
389,Trump,2,5450.36,5460.55,1970-01-01 01:30:51,1970-01-01 01:31:01
390,Wallace,0,5460.56,5474.04,1970-01-01 01:31:01,1970-01-01 01:31:15
391,Wallace,0,5474.66,5515.43,1970-01-01 01:31:15,1970-01-01 01:31:56
392,Wallace,0,5515.96,5517.07,1970-01-01 01:31:56,1970-01-01 01:31:58
393,Trump,2,5517.08,5576.95,1970-01-01 01:31:58,1970-01-01 01:32:57
394,Wallace,0,5576.96,5590.18,1970-01-01 01:32:57,1970-01-01 01:33:11
395,Biden,1,5590.15,5627.12,1970-01-01 01:33:11,1970-01-01 01:33:48
396,Trump,2,5627.12,5630.55,1970-01-01 01:33:48,1970-01-01 01:33:51
397,Wallace,0,5630.56,5632.39,1970-01-01 01:33:51,1970-01-01 01:33:53
398,Trump,2,5632.4,5635.09,1970-01-01 01:33:53,1970-01-01 01:33:56
399,Wallace,0,5635.09,5635.82,1970-01-01 01:33:56,1970-01-01 01:33:56
400,Biden,1,5635.83,5662.11,1970-01-01 01:33:56,1970-01-01 01:34:23
401,Trump,2,5662.12,5664.9,1970-01-01 01:34:23,1970-01-01 01:34:25
402,Wallace,0,5664.9,5666.61,1970-01-01 01:34:25,1970-01-01 01:34:27
403,Trump,2,5666.61,5669.87,1970-01-01 01:34:27,1970-01-01 01:34:30
404,Wallace,0,5669.88,5675.88,1970-01-01 01:34:30,1970-01-01 01:34:36
405,Wallace,0,5676.44,5703.59,1970-01-01 01:34:37,1970-01-01 01:35:04
406,Wallace,0,5704.14,5708.88,1970-01-01 01:35:05,1970-01-01 01:35:09
407,Wallace,0,5709.64,5710.27,1970-01-01 01:35:10,1970-01-01 01:35:11
408,Biden,1,5715.34,5716.66,1970-01-01 01:35:16,1970-01-01 01:35:17
409,Biden,1,5755.39,5756.05,1970-01-01 01:35:56,1970-01-01 01:35:57
410,Biden,1,5761.54,5762.19,1970-01-01 01:36:02,1970-01-01 01:36:03
411,Biden,1,5762.94,5763.87,1970-01-01 01:36:03,1970-01-01 01:36:04
